"Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"HORRIBLE UNSAFE SERVICE!","https://itunes.apple.com/us/reviews/id357530213","xo.$","3.434.10005","1","GOT STRANDED IN THE MIDDLE OF A HIGHWAY AND UBER WILL NOT TAKE ANY RESPONSIBILITY. VEHICLES THEY APPROVE  ARE NOT IN SAFE DRIVING CONDITIONS AND THEY DONT CARE!",2020-12-21 16:56:53
"App works. Customer service is horrible","https://itunes.apple.com/us/reviews/id198729159","theworkflow","3.434.10005","1","I was charged for a Uber eats subscription I never signed up for. I’ve been in contact with support for almost a week. I kid you not... total run around. It’s like they’ll do anything to not refund my money. Now I’m at the point where I’m done with all the services. I just want my refund and payment methods cleared out of the system since no one is really trying to help me resolve my issue. 

Phone support doesn’t seem to help either. I’ve been told that the chat feature will be helpful in resolving my issue but that hasn’t been true.

Since my PayPal account was charged without notice nor a receipt it gives way to let me believe that it was a fraudulent charge from the company. I’ve stated multiple times in my “support ticket” that there has to be an internal audit system to track what API calls my user makes (that would cause charged to appear). No one wants to check that. I’ve given all the payment information I can. And I’m still being asked the same questions. I don’t have a case number so I can’t paste it here, but to me this shows a true lack of transparency on how/why a charge was made and a receipt hasn’t been sent.

I want to close my account, but I do fear more fraudulent charges will come through since I can’t get an explanation on the first one, nor a reversal, nor any follow up to my comments in my “support ticket”.

Overall when things work the service is great. Hopefully no one has to run into customer service though. It feels like the customer needs to get paid for dealing with that",2020-12-21 13:17:35
"Consider Lyft","https://itunes.apple.com/us/reviews/id995821295","AnnoyedAFMF","3.434.10005","1","I don’t know why I use it when Lyft has more drivers. I have to wait 15 minutes for a driver every morning I’m in a rush.",2020-12-21 11:39:19
"Terrible","https://itunes.apple.com/us/reviews/id926090149","0b3lizk","3.434.10005","1","Makes it too difficult to make an account. Seemingly impossible to link type of information to any other number or email address. Terrible",2020-12-21 01:48:49
"Wouldn’t recommend.","https://itunes.apple.com/us/reviews/id177824808","ubersuxks231","3.434.10005","1","I live in a very small town. Anywhere in town is tops a 10-15 minute ride, no more than 10 miles any direction. On a daily basis I have to use Uber and on a daily basis I pay anywhere from 35-70 dollars for a ride. That is how much it took me to fill up my gas tank. Even when the suggested price is 12 dollars, the drivers will not pick you up for less than 30. Not a good app if you are trying to save money, you’d be better off walking.",2020-12-21 01:47:34
"Uber rate","https://itunes.apple.com/us/reviews/id1203922607","roofingmv","3.434.10005","5","Great app when you don’t have a car",2020-12-21 00:25:50
"These people are not Americans.","https://itunes.apple.com/us/reviews/id43210115","Cutedge","3.434.10005","1","Uber sent me an email about how they want drivers to snitch on passengers and passengers to snitch on drivers like we are in some kind of World War II German government about having panties on your face. We don’t do that kind of crap here in America. Uber you are fired I am now using other companies that are 100% American. My network of pilots use to use Uber several times a day they are now losing lots of money because they sent threat emails to my company pilots.",2020-12-20 23:25:18
"Surge pricing is unfair","https://itunes.apple.com/us/reviews/id766848907","línked","3.434.10005","1","Surge pricing is awful. It doubles the price of an already expensive trip, plus every time I pay for surge I get a driver instantly and when It’s not surge it takes forever to get a driver and sometimes they cancel. I feel like they are doubling the price to bump others out of their que and that’s not right.",2020-12-20 20:30:31
"Best Uber","https://itunes.apple.com/us/reviews/id1240512579","usnxbdh","3.434.10005","5","This is a good app I have a lot of customers and the people getting orders for is nice this is a good app if your going to get it I think you would love it write me back if you love it",2020-12-20 19:07:55
"DON’T GET UBER PASS","https://itunes.apple.com/us/reviews/id1202433396","MOSErika","3.434.10005","1","It’s been two months since I got Uber Pass and I was trying to cancel it but their ‘Help’ section is useless and the ‘Uber Pass’ has a bug that doesn’t allow you to access it. Therefore you cannot cancel your Uber Pass subscription. It’s been absolutely impossible to reach out to Uber and I am extremely disappointed. I’m never going to use Uber again. Instead I will use Lyft. If I could review this app as 0 stars I would.",2020-12-20 18:55:48
"Can’t get any support!!!!","https://itunes.apple.com/us/reviews/id391209244","Merter Mert","3.434.10005","2","I’ve been having an issue trying to change a payment method of my Family settings but since an update, there isn’t access to this.  I’ve been trying for HOURS to find ANYONE to speak to so I can make sure my family members don’t get left stranded because of a payment issue on their rides!

Outside of that, I use Uber quite frequently and don’t have many complaints, but the 2 stars are for the lack of support available outside of the HELP tab in the app when there’s an ISSUE WITH THE APP!!!!",2020-12-20 18:49:05
"Settings/Profile","https://itunes.apple.com/us/reviews/id207186624","elfiky55","3.434.10005","1","I don’t see (Profile) anymore in Settings!!

Family option is not accessible anymore!!",2020-12-20 18:16:16
"No cars","https://itunes.apple.com/us/reviews/id944380537","Jason 5680","3.434.10005","2","It’s convenient sometimes but when you need them there’s really no cars out",2020-12-20 17:17:25
"Always waiting for a higher price.","https://itunes.apple.com/us/reviews/id743640988","Vino112358","3.434.10005","2","May as well just get lyft. Don’t do it.",2020-12-20 10:24:05
"Prices inflated","https://itunes.apple.com/us/reviews/id585568256","gggvsl","3.434.10005","2","When I was on the app it told me $7-$15 estimated but in actuality it was $60. Just tell me the real price first. Also it took several minutes to even find a driver when there were 5 sitting at the Uber pick up at the airport.",2020-12-20 06:08:24
"Customer service is no where in the app.","https://itunes.apple.com/us/reviews/id732346720","no star no play","3.434.10005","1","I am so frustrated with Uber. You guys need to work on customer service. I can't find any help in disputing cancelation fees. No contact, no emails, or phone numbers to find any kind of help. You guys are such a con artist. I book a ride a day ahead at 5:45 am, next day I tried canceling at 5:00 am and no options to cancel so I waited till 5:30 am options popped up, and according to the map driver was on the other side of the town and was 15 minutes away from my destination pick up so I canceled and why am I getting charged a cancellation fee when he wasn't even near my town and I canceled 15 minutes ahead of time, especially when calling 30 minutes earlier was not an option?",2020-12-20 05:43:00
"UBER EATS PLACE ORDER NEVER WORKS","https://itunes.apple.com/us/reviews/id163036465","Forrest120","3.434.10005","1","The place order button on Uber eats never works and you don’t know until you’ve selected your whole order.  What a load of garbage.",2020-12-20 03:13:16
"False promos","https://itunes.apple.com/us/reviews/id1240278030","uber_support No more","3.434.10005","1","I drove for Uber for 4 years. I haven’t drove In 14 months. I got a new phone and a new number. I signed up to get delivery. They immediately sent me an email that I could get $30 off my first order. I figured I might get free delivery or a few bucks off. I wasn’t expecting $30 off!!! However, whe applying the code it said my ‘device not supported’. I have an iPhone 11 Pro Max. I tried using my iPad. Same thing. My boyfriends phone didn’t work either. Tried my old android. Didn’t work. Even tried a regular laptop. Nope!!! I tried every device available! 

I can’t contact them on the phone. Uber, I was loyal to you for years as a DRIVER. Why are you scamming people??",2020-12-20 02:52:24
"Bogus Offer","https://itunes.apple.com/us/reviews/id426480589","Disappointed 1st timer","3.434.10005","1","I tried using this app with the TRYXMAS30 promo code and it says I’m not eligible for this offer.",2020-12-20 01:45:10
"Driver cancelled","https://itunes.apple.com/us/reviews/id1240257494","mb271828","3.434.10005","1","How do I review a driver that cancelled on me? Guy didn’t even wait for more than a minute",2020-12-20 01:12:53
"Horrible","https://itunes.apple.com/us/reviews/id611744366","gisellllaa","3.434.10005","1","I had to delete lift because the drivers never arrived or they are rude and now is the same with Uber they don’t show to the place are in bad mood and cancels the trip and on top of that Uber charge you bc he has to get something for the trip he make",2020-12-19 23:01:48
"I will never not be late","https://itunes.apple.com/us/reviews/id1079118091","irelandoo","3.434.10005","1","I rely on Uber to get to work every morning, and no matter what I do, no matter how early I order I am always late. It’s absolutely unacceptable.",2020-12-19 22:43:39
"Not the best.","https://itunes.apple.com/us/reviews/id111799131","WTR93","3.434.10005","2","It’s ten dollars one way for two miles. Not worth it but when I was in Vegas it was decent. It would be better if the developer would allow drivers to see what you put in as additional instructions or nots because they don’t see it until they pick up the order and that’s not good if you live in a confusing place or if you live in government building or a military base where they cannot drive in and you have to walk a long ways to pick up your food which defeats the purpose...",2020-12-19 22:42:09
"0 Support","https://itunes.apple.com/us/reviews/id450335904","Abbyzro","3.434.10005","1","If you’re thinking about downloading Uber or Lyft, do not pick Uber. They offer little to no support and it is impossible to get in contact with anyone. Their support email doesn’t work, even though their contact phone number specifically directs you to send and email and hangs up. They make it all to easy to sign up for Uber Pass accidentally just to hit you with $149 charge. I saw the 149 on my credit card statement after ordering an Uber in the middle of the day. Took me forever to figure out what happened. It also signs you up for automatic renewal of that subscription...I’ve been trying to contact them to dispute the charge but it has been a nightmare. Their blog say “24/7 phone support” ummmmm, where???",2020-12-19 21:21:21
"Food Coupon","https://itunes.apple.com/us/reviews/id240578510","no rides","3.434.10005","1","Why is it forcing me to install app , inspite of a $30 restaurant offer ?",2020-12-19 20:34:10
"Uber support","https://itunes.apple.com/us/reviews/id161417997","Aj green","3.434.10005","1","I upgraded to an iPhone 12. Downloaded Uber app. Logged in. My family profile is not accessible. Ubers help is clear the day to settings / profiles and select family. I do not have a family option. I had to contact Uber through Twitter, who then told me my app version must be old when it was down loaded this morning. Very disappointed",2020-12-19 20:13:14
"Transportation","https://itunes.apple.com/us/reviews/id401972610","alfoliver","3.434.10005","3","I rely on Uberas transportation to work. As good as they are, they have double charged, cancelled my ride as I wait for them. Many of the drivers do not know how to follow the GPS nor do they understand English",2020-12-19 15:46:39
"Really?.","https://itunes.apple.com/us/reviews/id349016045","JunieJenny","3.434.10005","1","I set up a ride a whole day before because I needed a ride to the airport I admit my house is a little far, it is outside the city that is why I scheduled beforehand. So I’m waiting, the pickup time comes around and it tells my no drivers are available and to schedule another ride. So now, I miss my flight. I have no reference on the Uber driver version and that is why all of a sudden no drivers are available at my pickup time but I think there needs be something fixed in this grey area.",2020-12-19 14:52:27
"Customer service","https://itunes.apple.com/us/reviews/id997889369","Mp1206","3.434.10005","3","Please add a customer service email because I have had an issue with a driver and need a refund.",2020-12-19 04:48:05
"No family option","https://itunes.apple.com/us/reviews/id41214651","Donnewkirk","3.434.10005","3","My app is current and downloaded , however I can’t add my 75 year old mom on a fixed income to my account. When I go to settings there is no “Family” option ! I have clicked on every option under settings— there is nothing about Family.",2020-12-19 03:07:40
"Uber Pet","https://itunes.apple.com/us/reviews/id103531492","50's Corporate Approach For Hype","3.434.10005","3","Half the time that drivers accept a ride with Uber pet they refuse when they pick me and the furry friend up. Seems that they aren’t being notified that pets are joining the ride. Please look into this and see if you can notify the driver so they don’t accept rides with pets if they don’t want them inside their vehicles.",2020-12-19 03:06:37
"Worst experience","https://itunes.apple.com/us/reviews/id513458511","lynne aguilar","3.434.10005","1","Never write reviews but tonight I am. I ordered my Uber and was picked up when I got in the car I was told that he couldn’t take me to my destination because I was supposed to be his last ride and he lives in the opposite direction. He told me I have to cancel this and you can get someone else. 
Idk how Uber driver app works however if the driver submits that he will be heading home why send him a ride that is out of the way but also the driver should have declined it because I would assume that it reveals my destination. 
This was absolutely terrible terrible service!",2020-12-19 02:40:30
"App glitch horrible customer service response time","https://itunes.apple.com/us/reviews/id1239923814","chad813","3.434.10005","1","I just bought $70 Uber cash all for it to tell me I can’t request a ride then I though that if I added a card on file that the problem would be resolved nope the app wouldn’t even allow me to add my debit card I’ve contacted Uber customer service through the app it’s been 24hrs without a response also let me add that they don’t even have a 1800 number so for an example you’re getting robbed by your driver or need to talk to a rep Immediately who are you going to call? Idk you’ll be better off calling ghost busters",2020-12-19 00:43:52
"Nice Drivers, unfair app pricing","https://itunes.apple.com/us/reviews/id12602941","n573","3.434.10005","2","I needed to use Uber.  This was my first time. I downloaded the app, and signed up.  I tried entering a debit card, but it wouldn’t take it.  I tried entering PayPal.  At first it wouldn’t work, but finally did.  I went to schedule a time to be picked up, and it said the rate for an UberX would be $16-$19.  I booked a ride.  A little while later while waiting for the driver, I get a message saying due to demand, pricing will be 3.9x higher.  I was charged $55.02.  It said regular rate wold have been a bit above $13.  On my ride back, it would have regularly been about $12.   My card was authorized for $36 and will be a bit above $33 once the payment is off pending status.  I asked the driver if he was busy (as the Uber app claimed).  He said he wasn’t busy picking up people.  He was delivering for Uber Eats and Door Dash.  Royally stressful, but I don’t own a vehicle so had to eat it in order to get to an appointment in the next city.",2020-12-18 23:45:08
"Not able to schedule","https://itunes.apple.com/us/reviews/id41911047","JJ Ram","3.434.10005","1","I’m not able to schedule a ride. The app asks what payment I want to use to schedule a ride but it will not let me choose the option.",2020-12-18 22:31:05
"Not Satisfied to what it is becoming","https://itunes.apple.com/us/reviews/id506576541","Ariel.tru","3.434.10005","1","Uber is such a good app, however, it has saddened me to see that we have to pay an extra $4 to just bring our dog with us. Not even regular taxis are like that. It is crazy to see that Uber has changed a lot but for the worst, especially during this time. I have to pay $25 to just go to work when it’s usually 10-12 dollars. The reason to that is because of the weather which I feel like they shouldn’t even do that. Uber is literally full of scams and I’m upset that I’m realizing this now. I don’t even understand why are you adding an extra $4 to just bring our dog. And on top of that, we have to pay more due to the weather. I strongly don’t agree with the changes you guys have made. Literally, y’all don’t have sympathy to what has been going on in this world and the fact that you are increasing the price makes it even harder to live. It’s not fair, especially for a student who is still pay for his tuition..",2020-12-18 22:30:11
"Drivers","https://itunes.apple.com/us/reviews/id1088812375","ghfmkhf","3.434.10005","2","Uber needs to stop letting drivers who are farther away than the actual distance of your destination. Had to wait 15-20 min to take a 5 min drive that completely missed my train",2020-12-18 18:03:18
"Very disrespectful <U+0001F644>","https://itunes.apple.com/us/reviews/id1160077161","NubiaSorinkles","3.434.10005","2","So yesterday I was waiting for my Uber so when I get into the car he told me I need your ID and I was like ¿what? I’m 18 and he was like yeah but you look very young and he star recording me without me to know and he record my face and everything and I tell him then I’mma call my mom so you can talk to her and he was It doesn’t matter what you mom say and I was like I need to get home and he was like I don’t care get out my car his name is Alexander he has a Honda Civic the number is  FJA8166",2020-12-18 14:40:07
"Fees","https://itunes.apple.com/us/reviews/id1078481064","jacket.theif.coins","3.434.10005","1","So I recently took a ride and some driver couldn’t complete the ride cuz it was too far for him. He wanted me to camel the ride but it would charge me extra money to pay him for doing nothing. The reasoning for the fee was “pay him for the time he wasted.” He wasted my time. I shouldn’t have to pay some guy who didn’t complete the services I would’ve payed him for. This is a feature that Lyft does way better. They’ll let the driver cancel if they need too or let the rider cancel without any fees because you shouldn’t pay for a service you didn’t receive.",2020-12-18 12:43:17
"Can not add multiple stops","https://itunes.apple.com/us/reviews/id33030","urdeception","3.434.10005","3","I’ve never had to request an Uber for multiple stops before so this might be a recent bug, but who knows. i had to be dropped off at my first destination because my driver said he couldn’t drive me further without the multiple destinations being added. i was left in the snow, for about 30 minutes (thankfully it wasn’t too cold). i don’t believe this was the drivers fault. he couldn’t have been more apologetic. later that evening i had the same issue with multiple destinations not being able to be added. might try Lyft instead to see if this is an option without issue",2020-12-18 03:20:21
"Horrible..","https://itunes.apple.com/us/reviews/id1075078779","snapchatlicksbutthole","3.434.10005","1","This app is absolutely awful. It locked my credit card when I needed a ride the most. I had to stand out in the cold for hours waiting for my friend to end up giving me a ride. I even tried getting a gift card and then every driver would cancel on me. I thought I’d try and use the $70 balance to get some food from Uber eats and it freezes every single time I get to checkout. This app is horrible and it’s customer service is even worse. I wouldn’t even want to rate this 1 star. Disappointed.",2020-12-17 21:50:07
"ride today","https://itunes.apple.com/us/reviews/id372021505","Stoniiart","3.434.10005","5","driver was dead on with arrival time.  I had forgotten my mask so he allowed me to select one from his supply.   Was a very
safe driver.  Was interested in the election and the virus.
Very pleasant to talk to",2020-12-17 21:11:05
"Nope.","https://itunes.apple.com/us/reviews/id1105419099","Melian726","3.434.10005","1","Absolutely not & never again. This app won’t accept my card, and one day my Venmo will work and the next it won’t. Unreliable. You guys need to get things right. I am really dissatisfied and I will not use this trash company again. 

Update: Oh what do ya know, Lyft works. And it’s reliable. And my rides pick me up much quicker. EVERYONE- leave Uber in the past this crap is being ran by some degenerates.",2020-12-17 20:43:18
"TECH ERROR POSED RISK","https://itunes.apple.com/us/reviews/id296303038","Aliece1414","3.434.10005","1","Upon creating an account, I attempted to add a payment method; which failed consistently/was unable to process despite any card, bank account, or device used. I was STRANDED as I could not pay for a ride despite having money readily available- it continuously said unable to process.  I was forced to call for help from a friend who ordered one for me on their account. HOWEVER- when even attempting to reach customer service/Uber Help once I reached my safe location, no one answered (or has yet to answer) through the help service, the email, or the customer service Uber hotline AT ALL. Uber is dangerous and I made it clear (to the customer service agent that never answered in Uber Help) that I was taking my service to Lyft. If you are nervous about using Uber; save yourself time and go elsewhere without putting yourself at risk (especially if you need a ride when intoxicated). Additionally, I wanted to mention that I am a 20 year old woman (a fact that poses initial risk within itself).",2020-12-17 20:33:17
"Terrible customer service","https://itunes.apple.com/us/reviews/id224938671","Chino9788","3.434.10005","1","I spend almost $10k/year with Uber. Literally take it everywhere. When I have an issue it can’t even be addressed because these agents on computer give the same generic answers, word for word. I have now explained my issue at least 20 times for me to be told I’m getting priority support, they then give me another generic response and end the case. NEVER ONCE ADDRESSING MY ACTUAL ISSUE. just go use Lyft at least they don’t try to charge you 3x the price",2020-12-17 19:00:37
"Give drivers rights","https://itunes.apple.com/us/reviews/id190197161","John C.P.","3.434.10005","1","Shameful political lies and manipulation from uber and other deleting this",2020-12-17 17:27:32
"Highway robbery","https://itunes.apple.com/us/reviews/id239777330","King of draw something","3.434.10005","1","Lastnight I paid $40 for a Uber to the airport 2 hours before my plane left Uber canceled ride on me and then second Uber drove so slow I missed my plane but don’t worry guess what I had another Uber cancel my ride back to my house and then a fourth Uber was doing 20 over the speed limit the whole way home for another $40 not including my plane ticket Uber has taken it’s sticky fingers and bled me dry I would not recommend this app to anyone and if you absolutely need a taxi use LYFT instead",2020-12-17 16:34:47
"Fix this","https://itunes.apple.com/us/reviews/id313630178","Dario36514","3.434.10005","1","I should not be waiting 5 days for my money that you charged twice and hold one transaction and process the other left me hungry with no money till payday fix this",2020-12-17 11:10:44
"Ride Accepting","https://itunes.apple.com/us/reviews/id377915818","Spider runner","3.434.10005","3","Can uber fix when if driver accepted a request they can’t cancel it, really annoying wasting almost a hour trying to find someone else cause I thought I had a ride coming.",2020-12-17 03:59:31
"Give me back my money","https://itunes.apple.com/us/reviews/id501477656","slbern","3.434.10005","1","Washington DC, waiting outside a closed restaurant, freezing rain, app shows driver is 6 minutes away, 6 minutes goes by and driver hasn’t moved. Tried to call the driver, no answer, Uber charges me a cancellation fee.  Takes me 30 minutes to figure out how to complain.  Uber keeps my money as a credit for future trips.  Uber has horrible customer service and holding my money hostage.  Looks like it’s back to Taxis for good.",2020-12-17 03:20:20
"So many GPS issues and picky drivers","https://itunes.apple.com/us/reviews/id273541271","Yasmine04killer","3.434.10005","3","I’m not sure if it’s just where I live and I live in Los Angeles a very populated city but these drivers are getting more and more picky and I understand because they’re not getting a fee from smaller rides, but something is something , if I wanna go say at least 5 miles away from my house it takes forever for a ride to come!!!! as well as the GPS is a complete utter mess , they have them going the longest route ever when there’s so many other simpler routes, as well as I noticed when I’m waiting for an Uber there’s so many drivers around but they don’t want to get me either because it’s a short ride or they simply just sit there and waste my time.",2020-12-16 22:26:24
"they stole 100 dollars from me","https://itunes.apple.com/us/reviews/id1193364130","the jotos","3.434.10005","1","100 Dólares en mi aplicación y me pusieron un monto desconocido y ahora no quieren devolverlos",2020-12-16 21:16:06
"Bad notifications","https://itunes.apple.com/us/reviews/id287617532","SBiTunes805","3.434.10005","1","I can't turn off the notifications for Uber Eats promotions which come in at least once a week. Give me the option to opt out!",2020-12-16 20:06:35
"Thank you","https://itunes.apple.com/us/reviews/id390009665","jimhjkggu","3.434.10005","5","Thank you to have created that app and put all The efforts and creativity to it",2020-12-16 19:57:41
"Sleeping Drivers","https://itunes.apple.com/us/reviews/id797682542","zhe.wnh","3.434.10005","1","It is a 30 minute commute from my household to my worksite. I tend to use uber because I can get there on time. Unfortunately, I've witnessed not 1 - not 2 but atleast 5 different uber drivers half asleep on the wheel and swerving while driving. This is unacceptable. Please UPDATE DRIVER GUIDELINES !!!!!!",2020-12-16 19:10:06
"Charged with out authorization","https://itunes.apple.com/us/reviews/id455907524","slikrik91","3.434.10005","1","Charged me 24.99 for an Uber pass that I never bought and I can’t get a hold of anyone to get the charges refunded. I have now been charged a second time for this Uber pass that I never ordered or signed up for and of course they make it pretty much impossible to actually get ahold of anyone. Do not trust this company or app. I will never use them again. I have deleted all forms of payment from my app in attempts to stop this since there doesn’t seem to be any way for me to get my money back or actually get in contact with this company.",2020-12-16 12:25:39
"Probably the worst customer service experience I’ve ever had","https://itunes.apple.com/us/reviews/id700531314","Johnnykhong","3.434.10005","1","I’ve been getting charged $10 a month from uber for some pass I’ve never purchased and when I try to reach out and call customer service they told me to go on the app and of course I do. They take forever to respond or once they respond quickly they keep on switching people and telling me to do this and that to cancel the pass even though I’ve clearly told 10 people the same thing and even sent screenshots like I don’t understand what to do anymore",2020-12-16 08:30:40
"A terrible company","https://itunes.apple.com/us/reviews/id1239031693","Dr malka","3.434.10005","1","Worst customer service. Complicated app breach of privacy whoever bought them mafw a mistake 
They are more expensive then others . Ans rude 

Stay away !",2020-12-16 03:50:25
"Best ride sharing APP!","https://itunes.apple.com/us/reviews/id121117352","Vickdra","3.434.10005","5","I’ve had the great experience/pleasure of using UBER now for 2 years and it never failed to be reliable, consistent and accountable in regards to my ultimate satisfaction.  However, since the pandemic which ultimately triggered in March for the U.S. the pool option on UBER  was no longer available- this was due to the social distancing regulations that were put into place.  With that said the pool was way more efficient for me and many other users, as I surveyed customers trips (mainly because it was way less to travel with someone) rather then call an UBER X and ride alone. 
As a very big customer I feel if we don’t bring this pool back anytime soon customers are going to shift to cheaper , more affordable prices.  UBER will certainly maintain status if it prices stay at a descent price for customers.  Happy customers make great companies. THANKS UBER for your commitment. 

Best regards, Vic DiBenedetto",2020-12-15 19:35:11
"Fix the map.","https://itunes.apple.com/us/reviews/id71018170","Phils fan","3.434.10005","5","Map issue!!!! Do ur job.",2020-12-15 19:07:58
"So bad","https://itunes.apple.com/us/reviews/id378276578","ajmiq8","3.434.10005","1","I swear it’s the worst when it’s come to Uber eat",2020-12-15 18:06:31
"Service Slipping","https://itunes.apple.com/us/reviews/id145184839","BeeNBee1986","3.434.10005","3","I used to love Uber, now it’s never simple. It takes 3+ mins to even connect me to a driver every time and when I do finally get a driver EVERY time there is a significant price increase. I was riding from Long Beach to LAX and the price went from $30 to $90 when they connected me.",2020-12-15 12:21:29
"Uber is criminal componey, this componey abused driver, Uber is be gready get 90 % driver money.","https://itunes.apple.com/us/reviews/id947317557","awubgionsdw","3.434.10005","1","Do not use Uber technology",2020-12-15 06:17:22
"Double charged me for an order","https://itunes.apple.com/us/reviews/id124963835","-:deka:-","3.434.10005","1","Two of the same orders was added by accident. The restaurant tried to remove the order but couldn't. We both tried reaching uber eats and the restaurant ended up not charging me for the order and told me to put in a claim with uber (which i did).

Months later, Uber charges me and their customer service was very short and didn’t look into the issue as in depth as they should.  I’ve been using Uber for years and this is the last straw.

Will be supporting BAM instead. Another customer lost.",2020-12-15 04:02:20
"Rampant fraud is allowed by Uber","https://itunes.apple.com/us/reviews/id802816518","ThisAppSucks6969","3.434.10005","1","Rampant fraud is allowed by Uber, they’ll allow it to occur so long as it doesn’t affect their bottom line. Repeatedly tried to reach out to Uber to resolve the issue and they ignored it.",2020-12-14 17:05:44
"Service","https://itunes.apple.com/us/reviews/id776389898","alejandroooooooooo","3.434.10005","5","I live in North Dakota, I need to buy stuff from people in Miami , and deliver those stuff in another address in Miami, the question will be, do you offer that kind of service? If so, could you please let me know how?",2020-12-14 16:09:04
"Overcharged & not reimbursed.","https://itunes.apple.com/us/reviews/id1006009982","Ashenfly","3.434.10005","1","I have used uber for years and am aware of surcharges. I wasn’t given any warning they’d charge me double, then they refunded 1/4th of the trip. Stealing your customers money isn’t a good look.",2020-12-14 15:27:29
"Uber rating","https://itunes.apple.com/us/reviews/id560594735","sonu1234568798","3.434.10005","1","Worst business ever.",2020-12-14 15:00:53
"Ridiculous","https://itunes.apple.com/us/reviews/id1101778773","Knicquanesia","3.434.10005","2","Now I have to contact customer support if I want to make any changes to my account? LOL it’s getting to the point where I just wanna walk. Uber and Lyft are starting to be pathetic. And y’all only reply to the good reviews which says a lot.",2020-12-14 12:41:29
"Scam auto upgrade","https://itunes.apple.com/us/reviews/id223530310","Sunnyfrog11","3.434.10005","1","What a scam. You sign up and they automatically upgrade you to Pass which cost $24.99. They auto charge you one month later.  You are automatically signed up for auto renew every month.  
I disputed this and they won’t refund. Only credit to my account on the app. Not acceptable. What a scam. 
I only used it when my car broke. Will never use again. 
Also, can’t turn off autopay and they don’t help when contacting customer service.",2020-12-14 05:14:39
"Uber services","https://itunes.apple.com/us/reviews/id485580117","Svetlow","3.434.10005","1","Ride never came....and it was raining; I was trying to get a ride home.",2020-12-14 04:49:47
"Incorrect “Update Payment” Notifications","https://itunes.apple.com/us/reviews/id43488320","gabie203","3.434.10005","1","The app keeps telling me to update my payment method - my credit card, saying that it is “about to expire.” However, my credit card doesn’t expire until 2024.

Can you please fix this? You guys are emailing me, sending notifications, etc, but you aren’t even correct about it. 

I already don’t want to support you because of Prop 22, but can you at least have a working app...?",2020-12-14 01:57:22
"Rateros","https://itunes.apple.com/us/reviews/id1183888236","mtb191350","3.434.10005","1","Son rateros sólo quieren dar los viajes a la hora que ellos quieren y si los haces a la mera hora te suben el precio 200",2020-12-13 12:46:18
"Their is a new scam","https://itunes.apple.com/us/reviews/id813505517","uberisnotsafe1234","3.434.10005","1","They can accept a car, wait till they get there say you did something to the car and leave and the driver will get a cancellation fee!!!",2020-12-13 06:59:12
"Uber issues","https://itunes.apple.com/us/reviews/id252058382","mark96732","3.434.10005","2","I sold my car, live in DC, and use Uber a lot. 
Also while traveling. 
Usually things work out well, but wanted to give some feedback to the company. Not sure how to otherwise. 
I’m having frequent issues with the driver “arriving “ but not where I am. Perhaps 100 yards down the street. But not at the specified address. Happened last night in Park City, and again today at Dulles airport. App said I should wait at “3F”, but driver called me from some random nearby parking lot. 
The worst was this morning, I had arranged, the night before, for a 7:00 am pick up at my hotel. Come 7 am, no Uber, and none seemed to be available. Ended up having to pay $135 to get a limo to the airport. Please, as I have learned, don’t assume you can expect them to show up even though you have pre-ordered a ride. They need to be more up front about these things, and I blame the app, and not necessarily the driver, hence my writing this review on the Apple App Store.",2020-12-13 01:18:02
"Don’t buy in app gift cards","https://itunes.apple.com/us/reviews/id1077444875","p89liz","3.434.10005","2","If you buy an in app gift card you’ll be charged and never receive it, if you do receive it it won’t work and if you accidentally delete the message or email they won’t resend",2020-12-12 21:35:31
"I’m late all the time","https://itunes.apple.com/us/reviews/id448038903","Lina<U+0001F61C><U+0001F61C>","3.434.10005","1","You guys take forever finding me a ride when I schedule well in advance and I need to get to work and I am ALWAYS late no matter if I schedule it an hour ahead or 30 min ahead. But you guys get me there which is what matters. I just don’t find it reliable and fast you claim it. Your uber eats is awesome though:)
Also, your drivers are far away all the time and I wait longer than what the app says because YOUR DRIVERS ARENT MOVING!!!",2020-12-12 20:03:18
"Trash","https://itunes.apple.com/us/reviews/id325881946","beefythepope","3.434.10005","1","Uber is garbage every time I request a ride they want to take mad long made me late to work over 20x drivers always cancel when they say they will be there In 10 mins they will actually be there in 20  terrible drivers after today I’m done with Uber",2020-12-12 18:53:35
"Uber pass","https://itunes.apple.com/us/reviews/id407295870","ay12121212121212","3.434.10005","1","Be careful!!! Uber will charge your card for a monthly subscription of $24.99, never notify you, and refuse to issue a refund when you discover you’ve been charged for this on a monthly basis! If 0 stars was an option that’s what they’d be getting. I’ll ride LYFT from now on",2020-12-12 12:51:12
"Worst services on the market.","https://itunes.apple.com/us/reviews/id218367234","Michael Miosi","3.434.10005","1","Plain and simple, never get an Uber when a Lyft is possible. Uber is worse in every way from top to bottom and their services are as far from customer friendly as humanly possible. Worthless company.",2020-12-12 08:51:48
"It’s okay","https://itunes.apple.com/us/reviews/id817143121","no names to pick so oh well","3.434.10005","1","Better than doordash ever since I switched I never had missing orders. But then I don’t like how they make multiple stops now. When I receive my food it’s cold.",2020-12-12 01:49:17
